TIME,POWER,CADENCE
20190106-205201,110,75.0,69.29540004435569
20190106-205202,110,75.0,69.29540004435569
20190106-205203,110,75.0,69.29540004435569
20190106-205204,110,75.0,69.29540004435569
20190106-205205,110,75.0,69.29540004435569
20190106-205206,110,75.0,69.29540004435569
20190106-205207,110,75.0,69.29540004435569
20190106-205208,110,75.0,69.29540004435569
20190106-205209,110,75.0,69.29540004435569
20190106-205210,110,75.0,69.29540004435569
20190106-205211,110,75.0,69.29540004435569
20190106-205212,110,75.0,69.29540004435569
20190106-205213,110,75.0,69.29540004435569
20190106-205214,110,75.0,69.29540004435569
20190106-205215,110,75.0,69.29540004435569
20190106-205216,110,75.0,69.29540004435569
20190106-205217,110,75.0,69.29540004435569
20190106-205218,110,75.0,69.29540004435569
20190106-205219,110,75.0,69.29540004435569
20190106-205220,110,75.0,69.29540004435569
20190106-205221,110,75.0,69.29540004435569
20190106-205222,110,75.0,69.29540004435569
20190106-205223,110,75.0,69.29540004435569
20190106-205224,110,75.0,69.29540004435569
20190106-205225,110,75.0,69.29540004435569
20190106-205226,110,75.0,69.29540004435569
20190106-205227,110,75.0,69.29540004435569
20190106-205228,110,75.0,69.29540004435569
20190106-205229,110,75.0,69.29540004435569
20190106-205230,110,75.0,69.29540004435569
20190106-205231,110,75.0,69.29540004435569
20190106-205232,110,75.0,69.29540004435569
20190106-205233,110,75.0,69.29540004435569
20190106-205234,110,75.0,69.29540004435569
20190106-205235,110,75.0,69.29540004435569
20190106-205236,110,75.0,69.29540004435569
20190106-205237,110,75.0,69.29540004435569
20190106-205238,110,75.0,69.29540004435569
20190106-205239,110,75.0,69.29540004435569
20190106-205240,110,75.0,69.29540004435569
20190106-205241,110,75.0,69.29540004435569
20190106-205242,110,75.0,69.29540004435569
20190106-205243,110,75.0,69.29540004435569
20190106-205244,110,75.0,69.29540004435569
20190106-205245,110,75.0,69.29540004435569
20190106-205246,110,75.0,69.29540004435569
20190106-205247,110,75.0,69.29540004435569
20190106-205248,110,75.0,69.29540004435569
20190106-205249,110,75.0,69.29540004435569
20190106-205250,280,75.0,81.99009463640111
20190106-205251,280,75.0,81.99009463640111
20190106-205252,280,75.0,81.99009463640111
20190106-205253,280,75.0,81.99009463640111
20190106-205254,280,75.0,81.99009463640111
20190106-205255,280,75.0,81.99009463640111
20190106-205256,280,75.0,81.99009463640111
20190106-205257,280,75.0,81.99009463640111
20190106-205258,280,75.0,81.99009463640111
20190106-205259,280,75.0,81.99009463640111
20190106-205300,280,75.0,81.99009463640111
20190106-205301,280,75.0,81.99009463640111
20190106-205302,280,75.0,81.99009463640111
20190106-205303,280,75.0,81.99009463640111
20190106-205304,280,75.0,81.99009463640111
20190106-205305,280,75.0,81.99009463640111
20190106-205306,280,75.0,81.99009463640111
20190106-205307,280,75.0,81.99009463640111
20190106-205308,280,75.0,81.99009463640111
20190106-205309,280,75.0,81.99009463640111
20190106-205310,280,75.0,81.99009463640111
20190106-205311,280,75.0,81.99009463640111
20190106-205312,280,75.0,81.99009463640111
20190106-205313,280,75.0,81.99009463640111
20190106-205314,280,75.0,81.99009463640111
20190106-205315,280,75.0,81.99009463640111
20190106-205316,280,75.0,81.99009463640111
20190106-205317,280,75.0,81.99009463640111
20190106-205318,280,75.0,81.99009463640111
20190106-205319,280,75.0,81.99009463640111
20190106-205320,280,75.0,81.99009463640111
20190106-205321,280,75.0,81.99009463640111
20190106-205322,280,75.0,81.99009463640111
20190106-205323,280,75.0,81.99009463640111
20190106-205324,280,75.0,81.99009463640111
20190106-205325,280,75.0,81.99009463640111
20190106-205326,280,75.0,81.99009463640111
20190106-205327,280,75.0,81.99009463640111
20190106-205328,280,75.0,81.99009463640111
20190106-205329,280,75.0,81.99009463640111
20190106-205331,280,75.0,81.99009463640111
20190106-205332,280,75.0,81.99009463640111
20190106-205333,280,75.0,81.99009463640111
20190106-205334,280,75.0,81.99009463640111
20190106-205335,280,75.0,81.99009463640111
20190106-205336,280,75.0,81.99009463640111
20190106-205337,280,75.0,81.99009463640111
20190106-205338,280,75.0,81.99009463640111
20190106-205339,280,75.0,81.99009463640111
20190106-205340,280,75.0,81.99009463640111
20190106-205341,280,75.0,81.99009463640111
20190106-205342,280,75.0,81.99009463640111
20190106-205343,280,75.0,81.99009463640111
20190106-205344,280,75.0,81.99009463640111
20190106-205345,280,75.0,81.99009463640111
20190106-205346,280,75.0,81.99009463640111
20190106-205347,280,75.0,81.99009463640111
20190106-205348,280,75.0,81.99009463640111
20190106-205349,280,75.0,81.99009463640111
20190106-205350,280,75.0,81.99009463640111
20190106-205351,110,75.0,69.29540004435569
20190106-205352,110,75.0,69.29540004435569
20190106-205353,110,75.0,69.29540004435569
20190106-205354,110,75.0,69.29540004435569
20190106-205355,110,75.0,69.29540004435569
20190106-205356,110,75.0,69.29540004435569
20190106-205357,110,75.0,69.29540004435569
20190106-205358,110,75.0,69.29540004435569
20190106-205359,110,75.0,69.29540004435569
20190106-205400,110,75.0,69.29540004435569
20190106-205401,110,75.0,69.29540004435569
20190106-205402,110,75.0,69.29540004435569
20190106-205403,110,75.0,69.29540004435569
20190106-205404,110,75.0,69.29540004435569
20190106-205405,110,75.0,69.29540004435569
20190106-205406,110,75.0,69.29540004435569
20190106-205407,110,75.0,69.29540004435569
20190106-205408,110,75.0,69.29540004435569
20190106-205409,110,75.0,69.29540004435569
20190106-205410,110,75.0,69.29540004435569
20190106-205411,110,75.0,69.29540004435569
20190106-205412,110,75.0,69.29540004435569
20190106-205413,110,75.0,69.29540004435569
20190106-205414,110,75.0,69.29540004435569
20190106-205415,110,75.0,69.29540004435569
20190106-205416,110,75.0,69.29540004435569
20190106-205417,110,75.0,69.29540004435569
20190106-205418,110,75.0,69.29540004435569
20190106-205419,110,75.0,69.29540004435569
20190106-205420,110,75.0,69.29540004435569
20190106-205421,110,75.0,69.29540004435569
20190106-205422,110,75.0,69.29540004435569
20190106-205423,110,75.0,69.29540004435569
20190106-205424,110,75.0,69.29540004435569
20190106-205425,110,75.0,69.29540004435569
20190106-205426,110,75.0,69.29540004435569
20190106-205427,110,75.0,69.29540004435569
20190106-205428,110,75.0,69.29540004435569
20190106-205429,110,75.0,69.29540004435569
20190106-205430,110,75.0,69.29540004435569
20190106-205431,110,75.0,69.29540004435569
20190106-205432,110,75.0,69.29540004435569
20190106-205433,110,75.0,69.29540004435569
20190106-205434,110,75.0,69.29540004435569
20190106-205435,110,75.0,69.29540004435569
20190106-205436,110,75.0,69.29540004435569
20190106-205437,110,75.0,69.29540004435569
20190106-205438,110,75.0,69.29540004435569
20190106-205439,110,75.0,69.29540004435569
20190106-205440,110,75.0,69.29540004435569
20190106-205441,110,75.0,69.29540004435569
20190106-205442,110,75.0,69.29540004435569
20190106-205443,110,75.0,69.29540004435569
20190106-205444,110,75.0,69.29540004435569
20190106-205445,110,75.0,69.29540004435569
20190106-205446,110,75.0,69.29540004435569
20190106-205447,110,75.0,69.29540004435569
20190106-205448,110,75.0,69.29540004435569
20190106-205449,110,75.0,69.29540004435569
20190106-205450,110,75.0,69.29540004435569
20190106-205451,250,75.0,80.78612673823433
20190106-205452,250,75.0,80.78612673823433
20190106-205453,250,75.0,80.78612673823433
20190106-205454,250,75.0,80.78612673823433
20190106-205455,250,75.0,80.78612673823433
20190106-205456,250,75.0,80.78612673823433
20190106-205457,250,75.0,80.78612673823433
20190106-205458,250,75.0,80.78612673823433
20190106-205459,250,75.0,80.78612673823433
20190106-205500,250,75.0,80.78612673823433
20190106-205501,250,75.0,80.78612673823433
20190106-205502,250,75.0,80.78612673823433
20190106-205503,250,75.0,80.78612673823433
20190106-205504,250,75.0,80.78612673823433
20190106-205505,250,75.0,80.78612673823433
20190106-205506,250,75.0,80.78612673823433
20190106-205507,250,75.0,80.78612673823433
20190106-205508,250,75.0,80.78612673823433
20190106-205509,250,75.0,80.78612673823433
20190106-205510,250,75.0,80.78612673823433
20190106-205512,250,75.0,80.78612673823433
20190106-205513,250,75.0,80.78612673823433
20190106-205514,250,75.0,80.78612673823433
20190106-205515,250,75.0,80.78612673823433
20190106-205516,250,75.0,80.78612673823433
20190106-205517,250,75.0,80.78612673823433
20190106-205518,250,75.0,80.78612673823433
20190106-205519,250,75.0,80.78612673823433
20190106-205520,250,75.0,80.78612673823433
20190106-205521,250,75.0,80.78612673823433
20190106-205522,250,75.0,80.78612673823433
20190106-205523,250,75.0,80.78612673823433
20190106-205524,250,75.0,80.78612673823433
20190106-205525,250,75.0,80.78612673823433
20190106-205526,250,75.0,80.78612673823433
20190106-205527,250,75.0,80.78612673823433
20190106-205528,250,75.0,80.78612673823433
20190106-205529,250,75.0,80.78612673823433
20190106-205530,250,75.0,80.78612673823433
20190106-205531,250,75.0,80.78612673823433
20190106-205532,250,75.0,80.78612673823433
20190106-205533,250,75.0,80.78612673823433
20190106-205534,250,75.0,80.78612673823433
20190106-205535,250,75.0,80.78612673823433
20190106-205536,250,75.0,80.78612673823433
20190106-205537,250,75.0,80.78612673823433
20190106-205538,250,75.0,80.78612673823433
20190106-205539,250,75.0,80.78612673823433
20190106-205540,250,75.0,80.78612673823433
20190106-205541,250,75.0,80.78612673823433
20190106-205542,250,75.0,80.78612673823433
20190106-205543,250,75.0,80.78612673823433
20190106-205544,250,75.0,80.78612673823433
20190106-205545,250,75.0,80.78612673823433
20190106-205546,250,75.0,80.78612673823433
20190106-205547,250,75.0,80.78612673823433
20190106-205548,250,75.0,80.78612673823433
20190106-205549,250,75.0,80.78612673823433
20190106-205550,250,75.0,80.78612673823433
20190106-205551,250,75.0,80.78612673823433
20190106-205552,110,75.0,69.29540004435569
20190106-205553,110,75.0,69.29540004435569
20190106-205554,110,75.0,69.29540004435569
20190106-205555,110,75.0,69.29540004435569
20190106-205556,110,75.0,69.29540004435569
20190106-205557,110,75.0,69.29540004435569
20190106-205558,110,75.0,69.29540004435569
20190106-205559,110,75.0,69.29540004435569
20190106-205600,110,75.0,69.29540004435569
20190106-205601,110,75.0,69.29540004435569
20190106-205602,110,75.0,69.29540004435569
20190106-205603,110,75.0,69.29540004435569
20190106-205604,110,75.0,69.29540004435569
20190106-205605,110,75.0,69.29540004435569
20190106-205606,110,75.0,69.29540004435569
20190106-205607,110,75.0,69.29540004435569
20190106-205608,110,75.0,69.29540004435569
20190106-205609,110,75.0,69.29540004435569
20190106-205610,110,75.0,69.29540004435569
20190106-205611,110,75.0,69.29540004435569
20190106-205612,110,75.0,69.29540004435569
20190106-205613,110,75.0,69.29540004435569
20190106-205614,110,75.0,69.29540004435569
20190106-205615,110,75.0,69.29540004435569
20190106-205616,110,75.0,69.29540004435569
20190106-205617,110,75.0,69.29540004435569
20190106-205618,110,75.0,69.29540004435569
20190106-205619,110,75.0,69.29540004435569
20190106-205620,110,75.0,69.29540004435569
20190106-205621,110,75.0,69.29540004435569
20190106-205622,110,75.0,69.29540004435569
20190106-205623,110,75.0,69.29540004435569
20190106-205624,110,75.0,69.29540004435569
20190106-205625,110,75.0,69.29540004435569
20190106-205626,110,75.0,69.29540004435569
20190106-205627,110,75.0,69.29540004435569
20190106-205628,110,75.0,69.29540004435569
20190106-205629,110,75.0,69.29540004435569
20190106-205630,110,75.0,69.29540004435569
20190106-205631,110,75.0,69.29540004435569
20190106-205632,110,75.0,69.29540004435569
20190106-205633,110,75.0,69.29540004435569
20190106-205634,110,75.0,69.29540004435569
20190106-205635,110,75.0,69.29540004435569
20190106-205636,110,75.0,69.29540004435569
20190106-205637,110,75.0,69.29540004435569
20190106-205638,110,75.0,69.29540004435569
20190106-205639,110,75.0,69.29540004435569
20190106-205640,110,75.0,69.29540004435569
20190106-205641,110,75.0,69.29540004435569
20190106-205642,110,75.0,69.29540004435569
20190106-205643,110,75.0,69.29540004435569
20190106-205644,110,75.0,69.29540004435569
20190106-205645,110,75.0,69.29540004435569
20190106-205646,110,75.0,69.29540004435569
20190106-205647,110,75.0,69.29540004435569
20190106-205648,110,75.0,69.29540004435569
20190106-205649,110,75.0,69.29540004435569
20190106-205650,110,75.0,69.29540004435569
20190106-205651,110,75.0,69.29540004435569
20190106-205652,180,75.0,76.82188751330958
20190106-205654,180,75.0,76.82188751330958
20190106-205655,180,75.0,76.82188751330958
20190106-205656,180,75.0,76.82188751330958
20190106-205657,180,75.0,76.82188751330958
20190106-205658,180,75.0,76.82188751330958
20190106-205659,180,75.0,76.82188751330958
20190106-205700,180,75.0,76.82188751330958
20190106-205701,180,75.0,76.82188751330958
20190106-205702,180,75.0,76.82188751330958
20190106-205703,180,75.0,76.82188751330958
20190106-205704,180,75.0,76.82188751330958
20190106-205705,180,75.0,76.82188751330958
20190106-205706,180,75.0,76.82188751330958
20190106-205707,180,75.0,76.82188751330958
20190106-205708,180,75.0,76.82188751330958
20190106-205709,180,75.0,76.82188751330958
20190106-205710,180,75.0,76.82188751330958
20190106-205711,180,75.0,76.82188751330958
20190106-205712,180,75.0,76.82188751330958
20190106-205713,180,75.0,76.82188751330958
20190106-205714,180,75.0,76.82188751330958
20190106-205715,180,75.0,76.82188751330958
20190106-205716,180,75.0,76.82188751330958
20190106-205717,180,75.0,76.82188751330958
20190106-205718,180,75.0,76.82188751330958
20190106-205719,180,75.0,76.82188751330958
20190106-205720,180,75.0,76.82188751330958
20190106-205721,180,75.0,76.82188751330958
20190106-205722,180,75.0,76.82188751330958
20190106-205723,180,75.0,76.82188751330958
20190106-205724,180,75.0,76.82188751330958
20190106-205725,180,75.0,76.82188751330958
20190106-205726,180,75.0,76.82188751330958
20190106-205727,180,75.0,76.82188751330958
20190106-205728,180,75.0,76.82188751330958
20190106-205729,180,75.0,76.82188751330958
20190106-205730,180,75.0,76.82188751330958
20190106-205731,180,75.0,76.82188751330958
20190106-205732,180,75.0,76.82188751330958
20190106-205733,180,75.0,76.82188751330958
20190106-205734,180,75.0,76.82188751330958
20190106-205735,180,75.0,76.82188751330958
20190106-205736,180,75.0,76.82188751330958
20190106-205737,180,75.0,76.82188751330958
20190106-205738,180,75.0,76.82188751330958
20190106-205739,180,75.0,76.82188751330958
20190106-205740,180,75.0,76.82188751330958
20190106-205741,180,75.0,76.82188751330958
20190106-205742,180,75.0,76.82188751330958
20190106-205743,180,75.0,76.82188751330958
20190106-205744,180,75.0,76.82188751330958
20190106-205745,180,75.0,76.82188751330958
20190106-205746,180,75.0,76.82188751330958
20190106-205747,180,75.0,76.82188751330958
20190106-205748,180,75.0,76.82188751330958
20190106-205749,180,75.0,76.82188751330958
20190106-205750,180,75.0,76.82188751330958
20190106-205751,180,75.0,76.82188751330958
20190106-205752,180,75.0,76.82188751330958
20190106-205753,40,75.0,45.290542088596176
20190106-205754,40,75.0,45.290542088596176
20190106-205755,40,75.0,45.290542088596176
20190106-205756,40,75.0,45.290542088596176
20190106-205757,40,75.0,45.290542088596176
20190106-205758,40,75.0,45.290542088596176
20190106-205759,40,75.0,45.290542088596176
20190106-205800,40,75.0,45.290542088596176
20190106-205801,40,75.0,45.290542088596176
20190106-205802,40,75.0,45.290542088596176
20190106-205803,40,75.0,45.290542088596176
20190106-205804,40,75.0,45.290542088596176
20190106-205805,40,75.0,45.290542088596176
20190106-205806,40,75.0,45.290542088596176
20190106-205807,40,75.0,45.290542088596176
20190106-205808,40,75.0,45.290542088596176
20190106-205809,40,75.0,45.290542088596176
20190106-205810,40,75.0,45.290542088596176
20190106-205811,40,75.0,45.290542088596176
20190106-205812,40,75.0,45.290542088596176
20190106-205813,40,75.0,45.290542088596176
20190106-205814,40,75.0,45.290542088596176
20190106-205815,40,75.0,45.290542088596176
20190106-205816,40,75.0,45.290542088596176
20190106-205817,40,75.0,45.290542088596176
20190106-205818,40,75.0,45.290542088596176
20190106-205819,40,75.0,45.290542088596176
20190106-205820,40,75.0,45.290542088596176
20190106-205821,40,75.0,45.290542088596176
20190106-205822,40,75.0,45.290542088596176
20190106-205823,40,75.0,45.290542088596176
20190106-205824,40,75.0,45.290542088596176
20190106-205825,40,75.0,45.290542088596176
20190106-205826,40,75.0,45.290542088596176
20190106-205827,40,75.0,45.290542088596176
20190106-205828,40,75.0,45.290542088596176
20190106-205829,40,75.0,45.290542088596176
20190106-205830,40,75.0,45.290542088596176
20190106-205831,40,75.0,45.290542088596176
20190106-205832,40,75.0,45.290542088596176
20190106-205833,40,75.0,45.290542088596176
20190106-205835,40,75.0,45.290542088596176
20190106-205836,40,75.0,45.290542088596176
20190106-205837,40,75.0,45.290542088596176
20190106-205838,40,75.0,45.290542088596176
20190106-205839,40,75.0,45.290542088596176
20190106-205840,40,75.0,45.290542088596176
20190106-205841,40,75.0,45.290542088596176
20190106-205842,40,75.0,45.290542088596176
20190106-205843,40,75.0,45.290542088596176
20190106-205844,40,75.0,45.290542088596176
20190106-205845,40,75.0,45.290542088596176
20190106-205846,40,75.0,45.290542088596176
20190106-205847,40,75.0,45.290542088596176
20190106-205848,40,75.0,45.290542088596176
20190106-205849,40,75.0,45.290542088596176
20190106-205850,40,75.0,45.290542088596176
20190106-205851,40,75.0,45.290542088596176
20190106-205852,40,75.0,45.290542088596176
20190106-205853,40,75.0,45.290542088596176
20190106-205854,110,75.0,69.29540004435569
20190106-205855,110,75.0,69.29540004435569
20190106-205856,110,75.0,69.29540004435569
20190106-205857,110,75.0,69.29540004435569
20190106-205858,110,75.0,69.29540004435569
20190106-205859,110,75.0,69.29540004435569
20190106-205900,110,75.0,69.29540004435569
20190106-205901,110,75.0,69.29540004435569
20190106-205902,110,75.0,69.29540004435569
20190106-205903,110,75.0,69.29540004435569
20190106-205904,110,75.0,69.29540004435569
20190106-205905,110,75.0,69.29540004435569
20190106-205906,110,75.0,69.29540004435569
20190106-205907,110,75.0,69.29540004435569
20190106-205908,110,75.0,69.29540004435569
20190106-205909,110,75.0,69.29540004435569
20190106-205910,110,75.0,69.29540004435569
20190106-205911,110,75.0,69.29540004435569
20190106-205912,110,75.0,69.29540004435569
20190106-205913,110,75.0,69.29540004435569
20190106-205914,110,75.0,69.29540004435569
20190106-205915,110,75.0,69.29540004435569
20190106-205916,110,75.0,69.29540004435569
20190106-205917,110,75.0,69.29540004435569
20190106-205918,110,75.0,69.29540004435569
20190106-205919,110,75.0,69.29540004435569
20190106-205920,110,75.0,69.29540004435569
20190106-205921,110,75.0,69.29540004435569
20190106-205922,110,75.0,69.29540004435569
20190106-205923,110,75.0,69.29540004435569
20190106-205924,110,75.0,69.29540004435569
20190106-205925,110,75.0,69.29540004435569
20190106-205926,110,75.0,69.29540004435569
20190106-205927,110,75.0,69.29540004435569
20190106-205928,110,75.0,69.29540004435569
20190106-205929,110,75.0,69.29540004435569
20190106-205930,110,75.0,69.29540004435569
20190106-205931,110,75.0,69.29540004435569
20190106-205932,110,75.0,69.29540004435569
20190106-205933,110,75.0,69.29540004435569
20190106-205934,110,75.0,69.29540004435569
20190106-205935,110,75.0,69.29540004435569
20190106-205936,110,75.0,69.29540004435569
20190106-205937,110,75.0,69.29540004435569
20190106-205938,110,75.0,69.29540004435569
20190106-205939,110,75.0,69.29540004435569
20190106-205940,110,75.0,69.29540004435569
20190106-205941,110,75.0,69.29540004435569
20190106-205942,110,75.0,69.29540004435569
20190106-205943,110,75.0,69.29540004435569
20190106-205944,110,75.0,69.29540004435569
20190106-205945,110,75.0,69.29540004435569
20190106-205946,110,75.0,69.29540004435569
20190106-205947,110,75.0,69.29540004435569
20190106-205948,110,75.0,69.29540004435569
20190106-205949,110,75.0,69.29540004435569
20190106-205950,110,75.0,69.29540004435569
20190106-205951,110,75.0,69.29540004435569
20190106-205952,110,75.0,69.29540004435569
20190106-205953,110,75.0,69.29540004435569
20190106-205954,150,75.0,74.27883959990449
20190106-205955,150,75.0,74.27883959990449
20190106-205956,150,75.0,74.27883959990449
20190106-205957,150,75.0,74.27883959990449
20190106-205958,150,75.0,74.27883959990449
20190106-205959,150,75.0,74.27883959990449
20190106-210000,150,75.0,74.27883959990449
20190106-210001,150,75.0,74.27883959990449
20190106-210002,150,75.0,74.27883959990449
20190106-210003,150,75.0,74.27883959990449
20190106-210004,150,75.0,74.27883959990449
20190106-210005,150,75.0,74.27883959990449
20190106-210006,150,75.0,74.27883959990449
20190106-210007,150,75.0,74.27883959990449
20190106-210008,150,75.0,74.27883959990449
20190106-210009,150,75.0,74.27883959990449
20190106-210010,150,75.0,74.27883959990449
20190106-210011,150,75.0,74.27883959990449
20190106-210012,150,75.0,74.27883959990449
20190106-210014,150,75.0,74.27883959990449
20190106-210015,150,75.0,74.27883959990449
20190106-210016,150,75.0,74.27883959990449
20190106-210017,150,75.0,74.27883959990449
20190106-210018,150,75.0,74.27883959990449
20190106-210019,150,75.0,74.27883959990449
20190106-210020,150,75.0,74.27883959990449
20190106-210021,150,75.0,74.27883959990449
20190106-210022,150,75.0,74.27883959990449
20190106-210023,150,75.0,74.27883959990449
20190106-210024,150,75.0,74.27883959990449
20190106-210025,150,75.0,74.27883959990449
20190106-210026,150,75.0,74.27883959990449
20190106-210027,150,75.0,74.27883959990449
20190106-210028,150,75.0,74.27883959990449
20190106-210029,150,75.0,74.27883959990449
20190106-210030,150,75.0,74.27883959990449
20190106-210031,150,75.0,74.27883959990449
20190106-210032,150,75.0,74.27883959990449
20190106-210033,150,75.0,74.27883959990449
20190106-210034,150,75.0,74.27883959990449
20190106-210035,150,75.0,74.27883959990449
20190106-210036,150,75.0,74.27883959990449
20190106-210037,150,75.0,74.27883959990449
20190106-210038,150,75.0,74.27883959990449
20190106-210039,150,75.0,74.27883959990449
20190106-210040,150,75.0,74.27883959990449
20190106-210041,150,75.0,74.27883959990449
20190106-210042,150,75.0,74.27883959990449
20190106-210043,150,75.0,74.27883959990449
20190106-210044,150,75.0,74.27883959990449
20190106-210045,150,75.0,74.27883959990449
20190106-210046,150,75.0,74.27883959990449
20190106-210047,150,75.0,74.27883959990449
20190106-210048,150,75.0,74.27883959990449
20190106-210049,150,75.0,74.27883959990449
20190106-210050,150,75.0,74.27883959990449
20190106-210051,150,75.0,74.27883959990449
20190106-210052,150,75.0,74.27883959990449
20190106-210053,150,75.0,74.27883959990449
20190106-210054,150,75.0,74.27883959990449
20190106-210055,130,75.0,72.08889616092827
20190106-210056,130,75.0,72.08889616092827
20190106-210057,130,75.0,72.08889616092827
20190106-210058,130,75.0,72.08889616092827
20190106-210059,130,75.0,72.08889616092827
20190106-210100,130,75.0,72.08889616092827
20190106-210101,130,75.0,72.08889616092827
20190106-210102,130,75.0,72.08889616092827
20190106-210103,130,75.0,72.08889616092827
20190106-210104,130,75.0,72.08889616092827
20190106-210105,130,75.0,72.08889616092827
20190106-210106,130,75.0,72.08889616092827
20190106-210107,130,75.0,72.08889616092827
20190106-210108,130,75.0,72.08889616092827
20190106-210109,130,75.0,72.08889616092827
20190106-210110,130,75.0,72.08889616092827
20190106-210111,130,75.0,72.08889616092827
20190106-210112,130,75.0,72.08889616092827
20190106-210113,130,75.0,72.08889616092827
20190106-210114,130,75.0,72.08889616092827
20190106-210115,130,75.0,72.08889616092827
20190106-210116,130,75.0,72.08889616092827
20190106-210117,130,75.0,72.08889616092827
20190106-210118,130,75.0,72.08889616092827
20190106-210119,130,75.0,72.08889616092827
20190106-210120,130,75.0,72.08889616092827
20190106-210121,130,75.0,72.08889616092827
20190106-210122,130,75.0,72.08889616092827
20190106-210123,130,75.0,72.08889616092827
20190106-210124,130,75.0,72.08889616092827
20190106-210125,130,75.0,72.08889616092827
20190106-210126,130,75.0,72.08889616092827
20190106-210127,130,75.0,72.08889616092827
20190106-210128,130,75.0,72.08889616092827
20190106-210129,130,75.0,72.08889616092827
20190106-210130,130,75.0,72.08889616092827
20190106-210131,130,75.0,72.08889616092827
20190106-210132,130,75.0,72.08889616092827
20190106-210133,130,75.0,72.08889616092827
20190106-210134,130,75.0,72.08889616092827
20190106-210135,130,75.0,72.08889616092827
20190106-210136,130,75.0,72.08889616092827
20190106-210137,130,75.0,72.08889616092827
20190106-210138,130,75.0,72.08889616092827
20190106-210139,130,75.0,72.08889616092827
20190106-210140,130,75.0,72.08889616092827
20190106-210141,130,75.0,72.08889616092827
20190106-210142,130,75.0,72.08889616092827
20190106-210143,130,75.0,72.08889616092827
20190106-210144,130,75.0,72.08889616092827
20190106-210145,130,75.0,72.08889616092827
20190106-210146,130,75.0,72.08889616092827
20190106-210147,130,75.0,72.08889616092827
20190106-210148,130,75.0,72.08889616092827
20190106-210149,130,75.0,72.08889616092827
20190106-210150,130,75.0,72.08889616092827
20190106-210151,130,75.0,72.08889616092827
20190106-210152,130,75.0,72.08889616092827
20190106-210153,130,75.0,72.08889616092827
20190106-210154,130,75.0,72.08889616092827
20190106-210156,110,75.0,69.29540004435569
20190106-210157,110,75.0,69.29540004435569
20190106-210158,110,75.0,69.29540004435569
20190106-210159,110,75.0,69.29540004435569
20190106-210200,110,75.0,69.29540004435569
20190106-210201,110,75.0,69.29540004435569
20190106-210202,110,75.0,69.29540004435569
20190106-210203,110,75.0,69.29540004435569
20190106-210204,110,75.0,69.29540004435569
20190106-210205,110,75.0,69.29540004435569
20190106-210206,110,75.0,69.29540004435569
20190106-210207,110,75.0,69.29540004435569
20190106-210208,110,75.0,69.29540004435569
20190106-210209,110,75.0,69.29540004435569
20190106-210210,110,75.0,69.29540004435569
20190106-210211,110,75.0,69.29540004435569
20190106-210212,110,75.0,69.29540004435569
20190106-210213,110,75.0,69.29540004435569
20190106-210214,110,75.0,69.29540004435569
20190106-210215,110,75.0,69.29540004435569
20190106-210216,110,75.0,69.29540004435569
20190106-210217,110,75.0,69.29540004435569
20190106-210218,110,75.0,69.29540004435569
20190106-210219,110,75.0,69.29540004435569
20190106-210220,110,75.0,69.29540004435569
20190106-210221,110,75.0,69.29540004435569
20190106-210222,110,75.0,69.29540004435569
20190106-210223,110,75.0,69.29540004435569
20190106-210224,110,75.0,69.29540004435569
20190106-210225,110,75.0,69.29540004435569
20190106-210226,110,75.0,69.29540004435569
20190106-210227,110,75.0,69.29540004435569
20190106-210228,110,75.0,69.29540004435569
20190106-210229,110,75.0,69.29540004435569
20190106-210230,110,75.0,69.29540004435569
20190106-210231,110,75.0,69.29540004435569
20190106-210232,110,75.0,69.29540004435569
20190106-210233,110,75.0,69.29540004435569
20190106-210234,110,75.0,69.29540004435569
20190106-210235,110,75.0,69.29540004435569
20190106-210236,110,75.0,69.29540004435569
20190106-210237,110,75.0,69.29540004435569
20190106-210238,110,75.0,69.29540004435569
20190106-210239,110,75.0,69.29540004435569
20190106-210240,110,75.0,69.29540004435569
20190106-210241,110,75.0,69.29540004435569
20190106-210242,110,75.0,69.29540004435569
20190106-210243,110,75.0,69.29540004435569
20190106-210244,110,75.0,69.29540004435569
20190106-210245,110,75.0,69.29540004435569
20190106-210246,110,75.0,69.29540004435569
20190106-210247,110,75.0,69.29540004435569
20190106-210248,110,75.0,69.29540004435569
20190106-210249,110,75.0,69.29540004435569
20190106-210250,110,75.0,69.29540004435569
20190106-210251,110,75.0,69.29540004435569
20190106-210252,110,75.0,69.29540004435569
20190106-210253,110,75.0,69.29540004435569
20190106-210254,110,75.0,69.29540004435569
20190106-210255,110,75.0,69.29540004435569
20190106-210256,90,75.0,65.56768729999183
20190106-210257,90,75.0,65.56768729999183
20190106-210258,90,75.0,65.56768729999183
20190106-210259,90,75.0,65.56768729999183
20190106-210300,90,75.0,65.56768729999183
20190106-210301,90,75.0,65.56768729999183
20190106-210302,90,75.0,65.56768729999183
20190106-210303,90,75.0,65.56768729999183
20190106-210304,90,75.0,65.56768729999183
20190106-210305,90,75.0,65.56768729999183
20190106-210306,90,75.0,65.56768729999183
20190106-210307,90,75.0,65.56768729999183
20190106-210308,90,75.0,65.56768729999183
20190106-210309,90,75.0,65.56768729999183
20190106-210310,90,75.0,65.56768729999183
20190106-210311,90,75.0,65.56768729999183
20190106-210312,90,75.0,65.56768729999183
